scenario,calibration_mode,domain,domain_label,route,route_label,mean_licensed_discovery_utility,mean_cost_normalized_utility,mean_overclaim_rate,mean_evaluator_strength,goal_clarity,route_domain_applicability,licensed_ordering_available,rank,scenario_label,mean_claim_gap,mean_overclaim_gap,mean_claim_calibration_accuracy
base_model_plus_evaluator_scaling,imperfect,biology,Biology,hybrid_calibrated_loop,Hybrid-Cal loop,0.1171170755455728,0.23047751527558624,0.019996411382590718,0.8728681070374217,0.58,0.8599999999999998,1.0,1,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,biology,Biology,multi_agent_coscientist,Multi-agent co-scientist,0.06733262806240695,0.1614543599940246,0.11170172620473093,0.6726071762455875,0.58,0.9000000000000001,1.0,2,Base model plus evaluator scaling,0.007769334402979056,0.0,0.6839791411547667
base_model_plus_evaluator_scaling,imperfect,biology,Biology,specialized_foundation_model,Specialized foundation model,0.06333307444720518,0.1202986635231297,0.0367572125240115,0.7332028236970202,0.58,0.8200000000000001,1.0,3,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,biology,Biology,self_driving_laboratory,Self-driving laboratory,0.04607158437782709,0.06048684027808391,0.030546894862384988,0.9092421534566583,0.58,0.8400000000000001,1.0,4,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,biology,Biology,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.03246975399728661,0.1227219294278498,0.020395256018274698,0.9788341103802388,0.58,0.2200000000000001,1.0,5,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,biology,Biology,llm_research_assistant,Human-led LLM assistant,0.024738208442680355,0.08061084553122896,0.11798534908007367,0.6116867250157003,0.58,0.7799999999999999,1.0,6,Base model plus evaluator scaling,0.016443722678993612,0.2,0.5603230621584363
base_model_plus_evaluator_scaling,imperfect,biology,Biology,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.013936804449286928,0.040958254406345464,0.15608648189855012,0.5950060635517034,0.58,0.5999999999999999,1.0,7,Base model plus evaluator scaling,0.10160479618557583,0.7,0.46178374763792734
base_model_plus_evaluator_scaling,imperfect,chemistry,Chemistry,hybrid_calibrated_loop,Hybrid-Cal loop,0.14529049226168297,0.2749697580899966,0.019908094258243046,0.8930371348394928,0.66,0.8400000000000001,1.0,1,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,chemistry,Chemistry,multi_agent_coscientist,Multi-agent co-scientist,0.09989783137931976,0.2309003949473957,0.06599922484634153,0.6923167104514147,0.66,0.7200000000000001,1.0,2,Base model plus evaluator scaling,0.0006114447495896823,0.0,0.9633896123503879
base_model_plus_evaluator_scaling,imperfect,chemistry,Chemistry,specialized_foundation_model,Specialized foundation model,0.07562345653398204,0.1391179492111798,0.03648799444031179,0.7528308559070296,0.66,0.7400000000000001,1.0,3,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,chemistry,Chemistry,self_driving_laboratory,Self-driving laboratory,0.06790888489998763,0.08336294242113332,0.030381415234168114,0.9289201985010542,0.66,0.9399999999999997,1.0,4,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,chemistry,Chemistry,llm_research_assistant,Human-led LLM assistant,0.04990194220590348,0.15989844543042586,0.08127512113218002,0.6314223313287295,0.66,0.6199999999999999,1.0,5,Base model plus evaluator scaling,0.0028580417583195647,0.0,0.8400964671633062
base_model_plus_evaluator_scaling,imperfect,chemistry,Chemistry,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.046063452026241916,0.1737815940521342,0.019375751544484947,0.9893383047393829,0.66,0.25,1.0,6,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,chemistry,Chemistry,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.02939677503472298,0.08271047116060623,0.1542635418690077,0.6149679326324157,0.66,0.5,1.0,7,Base model plus evaluator scaling,0.0661560124502146,0.8,0.4639784198034043
base_model_plus_evaluator_scaling,imperfect,machine_learning,Machine learning,hybrid_calibrated_loop,Hybrid-Cal loop,0.16370359142484775,0.433451779633108,0.01920231318186275,0.9326750258551366,0.8200000000000001,0.8200000000000001,1.0,1,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,machine_learning,Machine learning,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.15911062994802144,0.607273969802523,0.015836863957132068,0.9991335537146104,0.8200000000000001,0.7799999999999999,1.0,2,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,machine_learning,Machine learning,multi_agent_coscientist,Multi-agent co-scientist,0.1184482723305357,0.3333516439182158,0.05078436971812846,0.7319007440042404,0.8200000000000001,0.66,1.0,3,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,machine_learning,Machine learning,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.11813735125624047,0.3819760598215608,0.08523970585474142,0.654179288564199,0.8200000000000001,0.8599999999999998,1.0,4,Base model plus evaluator scaling,0.0042717774317313495,0.0,0.8606857068804642
base_model_plus_evaluator_scaling,imperfect,machine_learning,Machine learning,llm_research_assistant,Human-led LLM assistant,0.08668370260113127,0.31247280328717003,0.057242993808531685,0.6710619131996985,0.8200000000000001,0.7200000000000001,1.0,5,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,machine_learning,Machine learning,specialized_foundation_model,Specialized foundation model,0.0758122844660691,0.18210075491323424,0.03606272801283217,0.7928602642676951,0.8200000000000001,0.6199999999999999,1.0,6,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,machine_learning,Machine learning,self_driving_laboratory,Self-driving laboratory,0.01723010689332995,0.040857992210723504,0.028642820880997226,0.9684088286420511,0.8200000000000001,0.20000000000000004,1.0,7,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,materials,Materials,hybrid_calibrated_loop,Hybrid-Cal loop,0.16207002740628448,0.33544249367779244,0.019832994557013407,0.8995497558890259,0.7200000000000001,0.8599999999999998,1.0,1,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,materials,Materials,multi_agent_coscientist,Multi-agent co-scientist,0.11380863814184825,0.27757180789242597,0.06019331509913102,0.6989403935907789,0.7200000000000001,0.7200000000000001,1.0,2,Base model plus evaluator scaling,0.00014061835028487637,0.0,0.9888011772579264
base_model_plus_evaluator_scaling,imperfect,materials,Materials,specialized_foundation_model,Specialized foundation model,0.09941720831288745,0.19669645835149427,0.03630743002495953,0.7597844209818326,0.7200000000000001,0.8800000000000004,1.0,3,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,materials,Materials,self_driving_laboratory,Self-driving laboratory,0.07334143329686829,0.10522211286811176,0.030184071218404836,0.9357445254166205,0.7200000000000001,0.9200000000000002,1.0,4,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,materials,Materials,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.06791506085810736,0.25712646840321174,0.01850428896571296,0.9922831271328227,0.7200000000000001,0.3399999999999999,1.0,5,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,materials,Materials,llm_research_assistant,Human-led LLM assistant,0.06036628048765937,0.19971536934939899,0.06731577387890328,0.638231866165196,0.7200000000000001,0.5999999999999999,1.0,6,Base model plus evaluator scaling,0.0009299313049424912,0.0,0.9361486052830752
base_model_plus_evaluator_scaling,imperfect,materials,Materials,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.041545742851246306,0.1210470742753911,0.15334929438319428,0.6212836300453694,0.7200000000000001,0.5600000000000003,1.0,7,Base model plus evaluator scaling,0.049780570110921435,0.4,0.46464401133389704
base_model_plus_evaluator_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.27863451708706044,1.0696518924535452,0.01126969974402033,1.0,0.9499999999999996,0.9600000000000005,1.0,1,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,hybrid_calibrated_loop,Hybrid-Cal loop,0.2531051981929957,0.836435882221975,0.012717066066828814,0.9911157974050443,0.9499999999999996,0.8200000000000001,1.0,2,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.1998655878460499,0.6832732651492034,0.04450748221243265,0.7326545700659952,0.9499999999999996,0.6999999999999998,1.0,3,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,multi_agent_coscientist,Multi-agent co-scientist,0.17301514418772007,0.5469401817906111,0.03466842868515193,0.8105853940421296,0.9499999999999996,0.5499999999999999,1.0,4,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,llm_research_assistant,Human-led LLM assistant,0.13193456749576027,0.5085667020914811,0.056147980844354586,0.7498403218079004,0.9499999999999996,0.5999999999999999,1.0,5,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,specialized_foundation_model,Specialized foundation model,0.08552705213546592,0.24245161343975194,0.03489573343846829,0.8720133456672112,0.9499999999999996,0.42000000000000004,1.0,6,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,self_driving_laboratory,Self-driving laboratory,0.0068455734514383205,0.030297093124317172,0.020331908984148342,0.9986938193781294,0.9499999999999996,0.05000000000000001,1.0,7,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,hybrid_calibrated_loop,Hybrid-Cal loop,0.012146340225854865,0.028499604593533366,0.021181699444942644,0.7933273647673746,0.25,0.5999999999999999,0.0,,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.008297002301892767,0.03165630572757868,0.02164723863615976,0.9087260894094229,0.25,0.3499999999999999,0.0,,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,specialized_foundation_model,Specialized foundation model,0.00030016302688112704,0.0007256876605291143,0.037890463195465275,0.6530560287516111,0.25,0.45000000000000007,0.0,,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,self_driving_laboratory,Self-driving laboratory,0.00027107205170803637,0.0005768946525586304,0.031173357624983015,0.8298476756549424,0.25,0.29999999999999993,0.0,,Base model plus evaluator scaling,0.0,0.0,1.0
base_model_plus_evaluator_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,multi_agent_coscientist,Multi-agent co-scientist,-0.02391132475880971,-0.062005571592771834,0.11361717006367247,0.5933837760488474,0.25,0.66,0.0,,Base model plus evaluator scaling,0.05977536551020609,0.1,0.5849865283615859
base_model_plus_evaluator_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,llm_research_assistant,Human-led LLM assistant,-0.028478560743690123,-0.097771136924755,0.10441725689269335,0.5325062169517356,0.25,0.7200000000000001,0.0,,Base model plus evaluator scaling,0.06621385323254958,0.0,0.5535318088336756
base_model_plus_evaluator_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,ai_scientist_pipeline,End-to-end AI scientist pipeline,-0.043170201045706305,-0.12907612952992795,0.1574429108972771,0.5162892395399847,0.25,0.58,0.0,,Base model plus evaluator scaling,0.18645121240231746,1.0,0.4552565746307965
base_model_scaling,imperfect,biology,Biology,hybrid_calibrated_loop,Hybrid-Cal loop,0.085654668076786,0.168275504085478,0.023008547364759165,0.6829700524625373,0.58,0.8599999999999998,1.0,1,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,biology,Biology,specialized_foundation_model,Specialized foundation model,0.044516082790752934,0.08450465238419405,0.03919742692990539,0.5889110427256931,0.58,0.8200000000000001,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,biology,Biology,self_driving_laboratory,Self-driving laboratory,0.030615536377879247,0.040095861960699496,0.03280720530794843,0.7139913635775171,0.58,0.8400000000000001,1.0,3,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,biology,Biology,multi_agent_coscientist,Multi-agent co-scientist,0.030473444060207903,0.07229238703690125,0.11822822341770364,0.5302603498337362,0.58,0.9000000000000001,1.0,4,Base model-only scaling,0.07174546040171134,0.1,0.5534769552028639
base_model_scaling,imperfect,biology,Biology,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.023645861238776607,0.08930168277037731,0.024036698966356004,0.7694385614356714,0.58,0.2200000000000001,1.0,5,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,biology,Biology,llm_research_assistant,Human-led LLM assistant,0.008078842680987117,0.026602753580584254,0.11055498738896283,0.4915660074572326,0.58,0.7799999999999999,1.0,6,Base model-only scaling,0.06827919749344445,0.0,0.5233500439392091
base_model_scaling,imperfect,biology,Biology,ai_scientist_pipeline,End-to-end AI scientist pipeline,-0.012463757686459942,-0.03389464433404334,0.16793911195511,0.4683711190600729,0.58,0.5999999999999999,1.0,7,Base model-only scaling,0.19262432877122881,1.0,0.42439303082141266
base_model_scaling,imperfect,chemistry,Chemistry,hybrid_calibrated_loop,Hybrid-Cal loop,0.1076022783083264,0.20333347866677878,0.022833250031773257,0.7009677967412751,0.66,0.8400000000000001,1.0,1,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,chemistry,Chemistry,specialized_foundation_model,Specialized foundation model,0.05494510468288929,0.10102167722683357,0.038959898820578834,0.6072999089709505,0.66,0.7400000000000001,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,chemistry,Chemistry,self_driving_laboratory,Self-driving laboratory,0.04691147574351473,0.05744026277305814,0.03258523555357419,0.7321529822510314,0.66,0.9399999999999997,1.0,3,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,chemistry,Chemistry,multi_agent_coscientist,Multi-agent co-scientist,0.04320419336378886,0.09965585445301213,0.12290445287636458,0.5483192940030786,0.66,0.7200000000000001,1.0,4,Base model-only scaling,0.05544287931922759,0.0,0.5547300805071609
base_model_scaling,imperfect,chemistry,Chemistry,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.03426859056927785,0.12920005003752866,0.023822615300652904,0.787961186049034,0.66,0.25,1.0,5,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,chemistry,Chemistry,llm_research_assistant,Human-led LLM assistant,0.018314324510960427,0.05869499059510116,0.11534438311410813,0.5098530302641284,0.66,0.6199999999999999,1.0,6,Base model-only scaling,0.051470850823912936,0.0,0.525219994163266
base_model_scaling,imperfect,chemistry,Chemistry,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.0032711464635505013,0.010284202596218374,0.16750968577014705,0.486467469619444,0.66,0.5,1.0,7,Base model-only scaling,0.1635051727244102,1.0,0.42562287272256716
base_model_scaling,imperfect,machine_learning,Machine learning,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.12279369333181929,0.46852729612296573,0.023502369365978236,0.8249038990848598,0.8200000000000001,0.7799999999999999,1.0,1,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,machine_learning,Machine learning,hybrid_calibrated_loop,Hybrid-Cal loop,0.12271195537020585,0.3243607691653874,0.022416922466409903,0.7377117410414614,0.8200000000000001,0.8200000000000001,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,machine_learning,Machine learning,specialized_foundation_model,Specialized foundation model,0.05632515413371029,0.135213433837303,0.03847016450284929,0.6439861401640598,0.8200000000000001,0.6199999999999999,1.0,3,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,machine_learning,Machine learning,multi_agent_coscientist,Multi-agent co-scientist,0.05440911491080482,0.15342079756329002,0.1311733278053699,0.584838942510091,0.8200000000000001,0.66,1.0,4,Base model-only scaling,0.015626862432379693,0.1,0.5650976621465731
base_model_scaling,imperfect,machine_learning,Machine learning,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.033897599880281445,0.10990197693690533,0.1624958656161158,0.5226548278760339,0.8200000000000001,0.8599999999999998,1.0,5,Base model-only scaling,0.08883703258369335,0.9,0.42921349413869747
base_model_scaling,imperfect,machine_learning,Machine learning,llm_research_assistant,Human-led LLM assistant,0.03297212659858273,0.11924299888540588,0.12596684140874384,0.5463594223292411,0.8200000000000001,0.7200000000000001,1.0,6,Base model-only scaling,0.014327231178372988,0.1,0.5282830980033721
base_model_scaling,imperfect,machine_learning,Machine learning,self_driving_laboratory,Self-driving laboratory,0.012153664122735924,0.028736697186014414,0.03221773097154228,0.7689750960590744,0.8200000000000001,0.20000000000000004,1.0,7,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,hybrid_calibrated_loop,Hybrid-Cal loop,0.12065745807312474,0.24931179357186325,0.022774086460139953,0.7073364557512564,0.7200000000000001,0.8599999999999998,1.0,1,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,specialized_foundation_model,Specialized foundation model,0.07280181921393332,0.1439583254715798,0.03889652649461572,0.6131401422005742,0.7200000000000001,0.8800000000000004,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,multi_agent_coscientist,Multi-agent co-scientist,0.05130585953829621,0.12507834917106736,0.12514316419160043,0.5544472636207003,0.7200000000000001,0.7200000000000001,1.0,3,Base model-only scaling,0.04754158571162673,0.3,0.5550937437572105
base_model_scaling,imperfect,materials,Materials,self_driving_laboratory,Self-driving laboratory,0.05117765018129213,0.07324963697718219,0.03252626025021093,0.738230766599376,0.7200000000000001,0.9200000000000002,1.0,4,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.050843785617893135,0.19236818812238704,0.023783569469530506,0.7941347690334573,0.7200000000000001,0.3399999999999999,1.0,5,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,llm_research_assistant,Human-led LLM assistant,0.0226503061039025,0.07510238302937765,0.11758369035250897,0.5159242068535722,0.7200000000000001,0.5999999999999999,1.0,6,Base model-only scaling,0.04374622136212188,0.0,0.5255295374022236
base_model_scaling,imperfect,materials,Materials,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.010586879446944662,0.03196029496151381,0.16668040755535735,0.4927420004972268,0.7200000000000001,0.5600000000000003,1.0,7,Base model-only scaling,0.14880591458129958,0.4,0.42658236987523557
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.2373274113981833,0.911076988866275,0.02094852945307214,0.8990658577771071,0.9499999999999996,0.9600000000000005,1.0,1,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,hybrid_calibrated_loop,Hybrid-Cal loop,0.19652467681171557,0.6488520474436359,0.021495648300226832,0.8114075981061296,0.9499999999999996,0.8200000000000001,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.14586812857912915,0.5002940490507477,0.06501462963296306,0.5956509530032303,0.9499999999999996,0.6999999999999998,1.0,3,Base model-only scaling,0.0002502678396122348,0.0,0.9665220260488689
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,multi_agent_coscientist,Multi-agent co-scientist,0.1292231306894482,0.4082718202102587,0.05121926709653936,0.6578625580064683,0.9499999999999996,0.5499999999999999,1.0,4,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,llm_research_assistant,Human-led LLM assistant,0.10081333789733286,0.3884756346512181,0.058212669562437,0.6197724638264045,0.9499999999999996,0.5999999999999999,1.0,5,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,specialized_foundation_model,Specialized foundation model,0.06589042769673718,0.18669318662941053,0.03746091319168195,0.7172613866010702,0.9499999999999996,0.42000000000000004,1.0,6,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,self_driving_laboratory,Self-driving laboratory,0.005226168559619226,0.023116710898100818,0.03141836899070426,0.8420893988559145,0.9499999999999996,0.05000000000000001,1.0,7,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,hybrid_calibrated_loop,Hybrid-Cal loop,0.0063528435206042745,0.014891703250235764,0.023891728508510637,0.6086058490466097,0.25,0.5999999999999999,0.0,,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.004408911718447994,0.016807165319670744,0.02498599967368007,0.694933775237096,0.25,0.3499999999999999,0.0,,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,self_driving_laboratory,Self-driving laboratory,-0.0013492749342001813,-0.002374881415801021,0.033353571673625085,0.6401189703265802,0.25,0.29999999999999993,0.0,,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,specialized_foundation_model,Specialized foundation model,-0.0036660926589245435,-0.007926091424944737,0.04415182899473568,0.5149394166310184,0.25,0.45000000000000007,0.0,,Base model-only scaling,0.0005602477388482093,0.0,0.9638377947644203
